"";"reg_name";"crash_type_name";"crash_date";"crash_time";"crash_reason";"fatalities_amount";"victims_amount";"vehicles_amount";"participants_amount";"month"
"19276";"Республика Бурятия";"Столкновение";20180110;"14:20";"Несоответствие скорости конкретным условиям движения";1;0;2;2;2018-01-01
"19277";"Курская область";"Опрокидывание";20180110;"14:20";"Другие нарушения ПДД водителями";1;0;1;12;2018-01-01
"19278";"Нижегородская область";"Столкновение";20180110;"14:00";"Выезд на полосу встречного движения";1;0;2;3;2018-01-01
"19279";"Пермский край";"Наезд на препятствие";20180110;"13:40";"Несоответствие скорости конкретным условиям движения";1;0;1;2;2018-01-01
"19280";"Краснодарский край";"Столкновение";20180110;"13:40";"Неправильный выбор дистанции";1;0;2;3;2018-01-01
"19281";"Кемеровская область";"Столкновение";20180110;"13:10";"Выезд на полосу встречного движения";5;0;2;4;2018-01-01
"19282";"Тюменская область";"Столкновение";20180110;"13:00";"Превышение установленной скорости движения";1;0;2;2;2018-01-01
"19283";"Алтайский край";"Опрокидывание";20180110;"13:00";"Выезд на полосу встречного движения";2;0;1;2;2018-01-01
"19284";"Ханты-Мансийский автономный округ — Югра";"Наезд на препятствие";20180110;"12:55";"Другие нарушения ПДД водителями";1;0;2;2;2018-01-01
"19285";"Москва";"Наезд на препятствие";20180110;"12:50";"Нарушение правил перестроения";1;0;1;12;2018-01-01
"19286";"Кемеровская область";"Наезд на пешехода";20180110;"12:40";"Нарушение правил проезда пешеходного перехода";1;0;1;2;2018-01-01
"19287";"Курская область";"Опрокидывание";20180110;"12:40";"Выезд на полосу встречного движения";1;0;1;12;2018-01-01
"19288";"Хабаровский край";"Столкновение";20180110;"12:10";"Неподача или неправильная подача сигналов, Превышение установленной скорости движения, Нарушение правил обгона";2;0;2;4;2018-01-01
"19289";"Республика Северная Осетия — Алания";"Наезд на препятствие";20180110;"12:05";"Несоответствие скорости конкретным условиям движения";1;0;1;2;2018-01-01
"19290";"Республика Башкортостан";"Столкновение";20180110;"12:00";"Нарушение правил перестроения";1;0;2;2;2018-01-01
"19291";"Саратовская область";"Столкновение";20180110;"11:50";"Нарушение правил расположения ТС на проезжей части";3;0;2;4;2018-01-01
"19292";"Москва";"Столкновение";20180110;"11:40";"Неправильный выбор дистанции";3;0;3;5;2018-01-01
"19293";"Воронежская область";"Опрокидывание";20180110;"11:00";"Несоответствие скорости конкретным условиям движения";1;0;1;2;2018-01-01
"19294";"Тюменская область";"Столкновение";20180110;"10:50";"Несоблюдение очередности проезда";1;0;3;2;2018-01-01
"19295";"Кировская область";"Наезд на стоящее ТС";20180110;"10:40";"Несоответствие скорости конкретным условиям движения";1;0;2;2;2018-01-01
"19296";"Республика Башкортостан";"Съезд с дороги";20180110;"10:35";"Нарушение правил расположения ТС на проезжей части";1;0;1;2;2018-01-01
"19297";"Краснодарский край";"Столкновение";20180110;"10:30";"Выезд на полосу встречного движения";1;0;3;2;2018-01-01
"19298";"Мурманская область";"Столкновение";20180110;"10:30";"Выезд на полосу встречного движения";4;0;2;5;2018-01-01
"19299";"Белгородская область";"Опрокидывание";20180110;"10:25";"Несоответствие скорости конкретным условиям движения";1;0;1;12;2018-01-01
"19300";"Курская область";"Столкновение";20180110;"10:00";"Неправильный выбор дистанции";1;0;2;2;2018-01-01
"19301";"Республика Северная Осетия — Алания";"Наезд на препятствие";20180110;"09:50";"Несоответствие скорости конкретным условиям движения";1;0;1;2;2018-01-01
"19302";"Курская область";"Опрокидывание";20180110;"09:45";"Другие нарушения ПДД водителями";1;0;1;2;2018-01-01
"19303";"Пермский край";"Столкновение";20180110;"09:33";"Несоответствие скорости конкретным условиям движения, Выезд на полосу встречного движения";2;0;3;3;2018-01-01
"19304";"Мурманская область";"Столкновение";20180110;"09:32";"Выезд на полосу встречного движения";1;0;2;2;2018-01-01
"19305";"Курская область";"Опрокидывание";20180110;"09:29";"Другие нарушения ПДД водителями";1;0;1;12;2018-01-01
"19306";"Ростовская область";"Иной вид ДТП";20180110;"09:00";"Другие нарушения ПДД водителями";1;0;1;12;2018-01-01
"19307";"Республика Башкортостан";"Столкновение";20180110;"09:00";"Выезд на полосу встречного движения";0;1;2;3;2018-01-01
"19308";"Челябинская область";"Столкновение";20180110;"08:55";"Несоблюдение очередности проезда";2;0;2;4;2018-01-01
"19309";"Ульяновская область";"Опрокидывание";20180110;"08:15";"Несоответствие скорости конкретным условиям движения";4;0;1;4;2018-01-01
"19310";"Челябинская область";"Столкновение";20180110;"08:05";"Выезд на полосу встречного движения";1;1;2;3;2018-01-01
"19311";"Белгородская область";"Столкновение";20180110;"07:55";"Несоответствие скорости конкретным условиям движения";1;0;3;3;2018-01-01
"19312";"Костромская область";"Наезд на пешехода";20180110;"07:50";"Другие нарушения ПДД водителями, Ходьба вдоль проезжей части попутного направления вне населенного пункта при удовлетворительном состоянии обочины";1;0;1;2;2018-01-01
"19313";"Иркутская область";"Наезд на пешехода";20180110;"07:50";"Нарушение правил проезда пешеходного перехода";1;0;1;2;2018-01-01
"19314";"Республика Татарстан";"Опрокидывание";20180110;"07:40";"Превышение установленной скорости движения";1;0;1;2;2018-01-01
"19315";"Воронежская область";"Наезд на пешехода";20180110;"07:30";"Нарушение правил расположения ТС на проезжей части";0;1;1;2;2018-01-01
"19316";"Новгородская область";"Наезд на пешехода";20180110;"07:25";"Иные нарушения ПДД пешеходом, Нарушение правил проезда пешеходного перехода";0;1;1;2;2018-01-01
"19317";"Краснодарский край";"Наезд на препятствие";20180110;"07:25";"Нарушение правил расположения ТС на проезжей части";1;0;1;12;2018-01-01
"19318";"Курская область";"Опрокидывание";20180110;"07:20";"Другие нарушения ПДД водителями";1;0;1;12;2018-01-01
"19319";"Свердловская область";"Съезд с дороги";20180110;"07:00";"Несоответствие скорости конкретным условиям движения";1;0;1;12;2018-01-01
"19320";"Ставропольский край";"Наезд на пешехода";20180110;"06:50";"Несоответствие скорости конкретным условиям движения";0;1;1;2;2018-01-01
"19321";"Курская область";"Опрокидывание";20180110;"06:45";"Нарушение правил расположения ТС на проезжей части";6;3;1;9;2018-01-01
"19322";"Чувашская Республика — Чувашия";"Столкновение";20180110;"06:20";"Неправильный выбор дистанции";2;0;4;4;2018-01-01
"19323";"Республика Татарстан";"Опрокидывание";20180110;"06:00";"Нарушение правил расположения ТС на проезжей части";1;0;1;2;2018-01-01
"19324";"Краснодарский край";"Наезд на пешехода";20180110;"05:45";"Превышение установленной скорости движения";0;1;1;2;2018-01-01
"19325";"Республика Марий Эл";"Опрокидывание";20180110;"03:20";"Нарушение правил расположения ТС на проезжей части";3;0;1;4;2018-01-01
"19326";"Челябинская область";"Съезд с дороги";20180110;"03:00";"Несоответствие скорости конкретным условиям движения";1;0;1;2;2018-01-01
"19327";"Забайкальский край";"Опрокидывание";20180110;"02:00";"Нарушение правил расположения ТС на проезжей части";1;0;1;12;2018-01-01
"19328";"Республика Мордовия";"Опрокидывание";20180110;"00:30";"Нарушение правил расположения ТС на проезжей части";1;1;1;2;2018-01-01
"19329";"Воронежская область";"Наезд на пешехода";20180109;"23:30";"Ходьба вдоль проезжей части попутного направления вне населенного пункта при удовлетворительном состоянии обочины";0;1;1;2;2018-01-01
"19330";"Москва";"Наезд на стоящее ТС";20180109;"23:10";"Несоответствие скорости конкретным условиям движения";1;0;2;3;2018-01-01
"19331";"Краснодарский край";"Наезд на пешехода";20180109;"23:00";"Превышение установленной скорости движения, Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка)";1;0;1;2;2018-01-01
"19332";"Московская область";"Столкновение";20180109;"22:30";"Другие нарушения ПДД водителями, Несоблюдение очередности проезда";1;0;2;2;2018-01-01
"19333";"Новосибирская область";"Столкновение";20180109;"22:15";"Несоблюдение очередности проезда";1;0;2;2;2018-01-01
"19334";"Тюменская область";"Столкновение";20180109;"21:30";"Выезд на полосу встречного движения";6;1;3;8;2018-01-01
"19335";"Иркутская область";"Наезд на пешехода";20180109;"21:10";"Другие нарушения ПДД водителями";2;0;1;2;2018-01-01
"19336";"Владимирская область";"Наезд на пешехода";20180109;"21:10";"Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода";1;0;1;2;2018-01-01
"19337";"Московская область";"Столкновение";20180109;"20:25";"Выезд на полосу встречного движения";0;2;2;3;2018-01-01
"19338";"Брянская область";"Столкновение";20180109;"20:20";"Выезд на полосу встречного движения с разворотом, поворотом налево или объездом препятствия";2;0;2;4;2018-01-01
"19339";"Республика Коми";"Столкновение";20180109;"19:40";"Неправильный выбор дистанции";1;0;2;3;2018-01-01
"19340";"Оренбургская область";"Столкновение";20180109;"19:18";"Выезд на полосу встречного движения";2;0;3;4;2018-01-01
"19341";"Республика Калмыкия";"Опрокидывание";20180109;"19:00";"Нарушение правил расположения ТС на проезжей части";1;0;1;3;2018-01-01
"19342";"Республика Северная Осетия — Алания";"Столкновение";20180109;"18:55";"Выезд на полосу встречного движения";1;0;3;3;2018-01-01
"19343";"Кабардино-Балкарская Республика";"Наезд на пешехода";20180109;"18:55";"Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка)";0;1;2;3;2018-01-01
"19344";"Краснодарский край";"Наезд на животное";20180109;"18:45";"";1;0;1;2;2018-01-01
"19345";"Республика Татарстан";"Наезд на велосипедиста";20180109;"18:20";"Нарушение правил расположения ТС на проезжей части, Нарушение правил расположения ТС на проезжей части";1;0;2;2;2018-01-01
"19346";"Республика Северная Осетия — Алания";"Опрокидывание";20180109;"18:16";"Несоответствие скорости конкретным условиям движения";10;0;1;10;2018-01-01
"19347";"Ставропольский край";"Падение пассажира";20180109;"18:05";"Несоблюдение очередности проезда";1;0;2;3;2018-01-01
"19348";"Республика Дагестан";"Столкновение";20180109;"18:00";"Неправильный выбор дистанции";2;0;3;4;2018-01-01
"19349";"Краснодарский край";"Наезд на препятствие";20180109;"17:50";"Превышение установленной скорости движения";1;0;1;12;2018-01-01
"19350";"Свердловская область";"Столкновение";20180109;"17:45";"Нарушение правил обгона, Выезд на полосу встречного движения";2;0;2;5;2018-01-01
"19351";"Ростовская область";"Столкновение";20180109;"17:45";"Несоблюдение очередности проезда";2;0;2;3;2018-01-01
"19352";"Ивановская область";"Столкновение";20180109;"17:30";"Выезд на полосу встречного движения";1;0;2;2;2018-01-01
"19353";"Кабардино-Балкарская Республика";"Столкновение";20180109;"17:18";"Несоблюдение очередности проезда";1;0;2;4;2018-01-01
"19354";"Московская область";"Наезд на пешехода";20180109;"17:15";"Переход проезжей части в запрещённом месте (оборудованном пешеходными ограждениями)";0;1;1;2;2018-01-01
"19355";"Краснодарский край";"Столкновение";20180109;"17:10";"Неправильный выбор дистанции";1;0;3;3;2018-01-01
"19356";"Ставропольский край";"Опрокидывание";20180109;"17:00";"Нарушение правил расположения ТС на проезжей части";3;0;1;5;2018-01-01
"19357";"Ярославская область";"Столкновение";20180109;"16:45";"Несоблюдение очередности проезда";3;0;2;3;2018-01-01
"19358";"Магаданская область";"Наезд на стоящее ТС";20180109;"16:30";"Нарушение правил обгона";1;0;3;2;2018-01-01
"19359";"Ленинградская область";"Наезд на пешехода";20180109;"15:55";"Другие нарушения ПДД водителями";1;0;1;2;2018-01-01
"19360";"Республика Дагестан";"Наезд на пешехода";20180109;"15:50";"Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка)";1;0;1;2;2018-01-01
"19361";"Краснодарский край";"Наезд на препятствие";20180109;"15:40";"Несоответствие скорости конкретным условиям движения";0;1;1;12;2018-01-01
"19362";"Ставропольский край";"Столкновение";20180109;"15:40";"Выезд на полосу встречного движения";1;0;2;3;2018-01-01
"19363";"Владимирская область";"Наезд на стоящее ТС";20180109;"15:15";"Несоответствие скорости конкретным условиям движения";1;0;2;2;2018-01-01
"19364";"Пензенская область";"Столкновение";20180109;"15:00";"Выезд на полосу встречного движения в местах, где это запрещено";2;0;3;3;2018-01-01
"19365";"Приморский край";"Съезд с дороги";20180109;"14:30";"Другие нарушения ПДД водителями";1;0;1;12;2018-01-01
"19366";"Самарская область";"Столкновение";20180109;"14:00";"Нарушение правил расположения ТС на проезжей части, Выезд на полосу встречного движения";2;0;2;3;2018-01-01
"19367";"Пермский край";"Столкновение";20180109;"13:55";"Другие нарушения ПДД водителями";3;0;2;3;2018-01-01
"19368";"Ленинградская область";"Опрокидывание";20180109;"13:44";"Другие нарушения ПДД водителями";1;0;1;12;2018-01-01
"19369";"Республика Ингушетия";"Столкновение";20180109;"13:30";"Выезд на полосу встречного движения";2;1;2;3;2018-01-01
"19370";"Ленинградская область";"Наезд на пешехода";20180109;"13:20";"Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода";2;0;2;2;2018-01-01
"19371";"Москва";"Столкновение";20180109;"13:20";"Нарушение правил перестроения";1;0;3;4;2018-01-01
"19372";"Самарская область";"Столкновение";20180109;"13:00";"Несоответствие скорости конкретным условиям движения";5;0;2;6;2018-01-01
"19373";"Брянская область";"Опрокидывание";20180109;"12:55";"Нарушение правил расположения ТС на проезжей части";2;0;1;2;2018-01-01
"19374";"Свердловская область";"Наезд на препятствие";20180109;"12:45";"Неправильный выбор дистанции";2;1;3;4;2018-01-01
"19375";"Московская область";"Столкновение";20180109;"12:40";"Неправильный выбор дистанции";1;0;2;3;2018-01-01
"19376";"Тюменская область";"Съезд с дороги";20180109;"12:30";"Превышение установленной скорости движения";1;0;1;12;2018-01-01
"19377";"Калининградская область";"Столкновение";20180109;"12:15";"Неправильный выбор дистанции";0;1;3;3;2018-01-01
"19378";"Приморский край";"Столкновение";20180109;"12:15";"Выезд на полосу встречного движения";5;0;2;4;2018-01-01
"19379";"Брянская область";"Съезд с дороги";20180109;"12:00";"Нарушение правил расположения ТС на проезжей части";2;0;1;2;2018-01-01
"19380";"Пермский край";"Столкновение";20180109;"12:00";"Выезд на полосу встречного движения";1;0;3;2;2018-01-01
"19381";"Краснодарский край";"Наезд на пешехода";20180109;"11:50";"Нарушение правил проезда пешеходного перехода";1;0;1;2;2018-01-01
"19382";"Оренбургская область";"Столкновение";20180109;"11:35";"Выезд на полосу встречного движения в местах, где это запрещено";1;0;2;3;2018-01-01
"19383";"Челябинская область";"Съезд с дороги";20180109;"11:30";"Несоответствие скорости конкретным условиям движения";1;0;1;2;2018-01-01
"19384";"Ханты-Мансийский автономный округ — Югра";"Столкновение";20180109;"11:20";"Несоблюдение очередности проезда";1;0;2;2;2018-01-01
"19385";"Челябинская область";"Столкновение";20180109;"11:10";"Неправильный выбор дистанции";3;0;2;4;2018-01-01
"19386";"Приморский край";"Съезд с дороги";20180109;"11:05";"Другие нарушения ПДД водителями";1;0;1;12;2018-01-01
"19387";"Московская область";"Наезд на пешехода";20180109;"10:45";"Нарушение правил проезда пешеходного перехода";1;0;1;2;2018-01-01
"19388";"Свердловская область";"Съезд с дороги";20180109;"10:40";"Несоответствие скорости конкретным условиям движения";2;0;1;2;2018-01-01
"19389";"Нижегородская область";"Столкновение";20180109;"10:40";"Выезд на полосу встречного движения";1;0;2;2;2018-01-01
"19390";"Ярославская область";"Столкновение";20180109;"10:30";"Выезд на полосу встречного движения";5;1;2;5;2018-01-01
"19391";"Самарская область";"Столкновение";20180109;"10:30";"Несоблюдение очередности проезда";2;0;2;3;2018-01-01
"19392";"Пермский край";"Столкновение";20180109;"10:10";"Нарушение правил обгона, Выезд на полосу встречного движения";3;1;3;6;2018-01-01
"19393";"Республика Башкортостан";"Столкновение";20180109;"10:00";"Несоответствие скорости конкретным условиям движения";1;0;3;4;2018-01-01
"19394";"Рязанская область";"Столкновение";20180109;"10:00";"Несоблюдение очередности проезда";1;0;3;3;2018-01-01
"19395";"Ханты-Мансийский автономный округ — Югра";"Столкновение";20180109;"09:45";"Несоблюдение очередности проезда";2;0;4;4;2018-01-01
"19396";"Чувашская Республика — Чувашия";"Опрокидывание";20180109;"09:30";"Несоответствие скорости конкретным условиям движения";1;0;1;2;2018-01-01
"19397";"Воронежская область";"Съезд с дороги";20180109;"09:20";"Нарушение правил расположения ТС на проезжей части";1;0;1;12;2018-01-01
"19398";"Архангельская область";"Столкновение";20180109;"09:14";"Выезд на полосу встречного движения";4;0;3;6;2018-01-01
"19399";"Свердловская область";"Столкновение";20180109;"09:10";"Выезд на полосу встречного движения в местах, где это запрещено, Несоответствие скорости конкретным условиям движения";3;0;2;3;2018-01-01
"19400";"Ростовская область";"Наезд на стоящее ТС";20180109;"09:10";"Превышение установленной скорости движения";1;0;2;3;2018-01-01
"19401";"Томская область";"Столкновение";20180109;"08:50";"Выезд на полосу встречного движения";1;0;4;6;2018-01-01
"19402";"Свердловская область";"Наезд на препятствие";20180109;"08:40";"Выезд на полосу встречного движения";3;1;3;4;2018-01-01
"19403";"Пензенская область";"Столкновение";20180109;"08:35";"Несоблюдение очередности проезда";2;0;2;2;2018-01-01
"19404";"Республика Татарстан";"Наезд на препятствие";20180109;"08:30";"Нарушение правил расположения ТС на проезжей части";1;0;2;12;2018-01-01
"19405";"Ленинградская область";"Наезд на препятствие";20180109;"08:25";"Нарушение правил расположения ТС на проезжей части";1;0;2;12;2018-01-01
"19406";"Забайкальский край";"Наезд на препятствие";20180109;"08:15";"Нарушение правил расположения ТС на проезжей части";1;0;1;3;2018-01-01
"19407";"Ханты-Мансийский автономный округ — Югра";"Съезд с дороги";20180109;"07:50";"Другие нарушения ПДД водителями";1;0;1;12;2018-01-01
"19408";"Челябинская область";"Столкновение";20180109;"07:30";"Несоблюдение очередности проезда";1;0;2;3;2018-01-01
"19409";"Республика Адыгея";"Съезд с дороги";20180109;"07:30";"Другие нарушения ПДД водителями";1;0;1;12;2018-01-01
"19410";"Краснодарский край";"Наезд на пешехода";20180109;"07:05";"Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода";1;0;1;2;2018-01-01
"19411";"Ставропольский край";"Столкновение";20180109;"07:00";"Выезд на полосу встречного движения";1;1;3;3;2018-01-01
"19412";"Краснодарский край";"Наезд на пешехода";20180109;"06:50";"Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка)";1;0;1;2;2018-01-01
"19413";"Кировская область";"Наезд на пешехода";20180109;"06:50";"Ходьба вдоль проезжей части при наличии и удовлетворительном состоянии тротуара";1;0;1;2;2018-01-01
"19414";"Алтайский край";"Наезд на пешехода";20180109;"06:20";"Иные нарушения ПДД пешеходом";1;0;1;2;2018-01-01
"19415";"Саратовская область";"Столкновение";20180109;"05:35";"Другие нарушения ПДД водителями";2;0;2;2;2018-01-01
"19416";"Нижегородская область";"Опрокидывание";20180109;"05:10";"Нарушение правил расположения ТС на проезжей части";1;0;1;2;2018-01-01
"19417";"Пермский край";"Наезд на препятствие";20180109;"04:50";"Несоответствие скорости конкретным условиям движения";2;0;1;2;2018-01-01
"19418";"Удмуртская Республика";"Столкновение";20180109;"04:10";"Несоблюдение бокового интервала";1;0;2;2;2018-01-01
"19419";"Белгородская область";"Опрокидывание";20180109;"02:35";"Нарушение правил расположения ТС на проезжей части";6;0;1;9;2018-01-01
"19420";"Москва";"Столкновение";20180109;"01:30";"Неправильный выбор дистанции";1;1;3;3;2018-01-01
"19421";"Республика Татарстан";"Столкновение";20180109;"01:00";"Несоблюдение очередности проезда";1;0;2;2;2018-01-01
"19422";"Республика Адыгея";"Наезд на велосипедиста";20180109;"00:25";"Другие нарушения ПДД водителями, Другие нарушения ПДД водителями";1;0;2;2;2018-01-01
"19423";"Москва";"Наезд на препятствие";20180109;"00:10";"Неправильный выбор дистанции";1;0;1;2;2018-01-01
"19424";"Республика Дагестан";"Наезд на стоящее ТС";20180108;"23:50";"Другие нарушения ПДД водителями";2;0;2;3;2018-01-01
"19425";"Республика Адыгея";"Опрокидывание";20180108;"23:30";"Другие нарушения ПДД водителями";0;1;1;12;2018-01-01
"19426";"Кемеровская область";"Столкновение";20180108;"22:50";"Выезд на полосу встречного движения";0;6;3;6;2018-01-01
"19427";"Волгоградская область";"Наезд на пешехода";20180108;"22:30";"Ходьба вдоль проезжей части попутного направления вне населенного пункта при удовлетворительном состоянии обочины";1;0;1;2;2018-01-01
"19428";"Псковская область";"Наезд на пешехода";20180108;"22:15";"Нахождение на проезжей части без цели её перехода, Другие нарушения ПДД водителями";1;0;1;2;2018-01-01
"19429";"Ставропольский край";"Съезд с дороги";20180108;"22:10";"Несоответствие скорости конкретным условиям движения";1;0;1;2;2018-01-01
"19430";"Приморский край";"Наезд на пешехода";20180108;"22:00";"Нарушение правил проезда пешеходного перехода";1;0;1;2;2018-01-01
"19431";"Московская область";"Столкновение";20180108;"22:00";"Неправильный выбор дистанции";1;0;2;2;2018-01-01
"19432";"Ярославская область";"Столкновение";20180108;"21:30";"Выезд на полосу встречного движения";1;0;2;2;2018-01-01
"19433";"Кемеровская область";"Столкновение";20180108;"21:25";"Выезд на полосу встречного движения";3;0;2;3;2018-01-01
"19434";"Калужская область";"Столкновение";20180108;"21:18";"Неправильный выбор дистанции";2;0;3;3;2018-01-01
"19435";"Свердловская область";"Столкновение";20180108;"21:06";"Выезд на полосу встречного движения";2;1;2;3;2018-01-01
"19436";"Владимирская область";"Столкновение";20180108;"20:50";"Выезд на полосу встречного движения";2;0;2;4;2018-01-01
"19437";"Новосибирская область";"Наезд на стоящее ТС";20180108;"20:50";"Неправильный выбор дистанции";1;0;2;2;2018-01-01
"19438";"Тульская область";"Наезд на стоящее ТС";20180108;"20:45";"Другие нарушения ПДД водителями";2;2;3;4;2018-01-01
"19439";"Республика Татарстан";"Наезд на препятствие";20180108;"20:45";"Нарушение правил расположения ТС на проезжей части";2;0;1;2;2018-01-01
"19440";"Республика Саха (Якутия)";"Столкновение";20180108;"20:30";"Неправильный выбор дистанции";1;0;2;3;2018-01-01
"19441";"Тюменская область";"Наезд на препятствие";20180108;"20:30";"Превышение установленной скорости движения";1;0;1;12;2018-01-01
"19442";"Карачаево-Черкесская Республика";"Наезд на пешехода";20180108;"20:20";"Нахождение на проезжей части без цели её перехода";1;0;1;2;2018-01-01
"19443";"Республика Калмыкия";"Наезд на пешехода";20180108;"20:00";"Нахождение на проезжей части без цели её перехода";1;0;2;2;2018-01-01
"19444";"Республика Марий Эл";"Столкновение";20180108;"20:00";"Выезд на полосу встречного движения в местах, где это запрещено";3;2;2;6;2018-01-01
"19445";"Карачаево-Черкесская Республика";"Столкновение";20180108;"20:00";"Выезд на полосу встречного движения";5;0;2;5;2018-01-01
"19446";"Республика Башкортостан";"Столкновение";20180108;"20:00";"Выезд на полосу встречного движения";1;0;3;3;2018-01-01
"19447";"Москва";"Наезд на стоящее ТС";20180108;"19:50";"Другие нарушения ПДД водителями, Иные нарушения ПДД пешеходом";0;1;4;4;2018-01-01
"19448";"Владимирская область";"Наезд на пешехода";20180108;"19:40";"Нарушение правил проезда пешеходного перехода";1;0;1;2;2018-01-01
"19449";"Республика Башкортостан";"Столкновение";20180108;"19:20";"Выезд на полосу встречного движения";2;0;4;6;2018-01-01
"19450";"Курганская область";"Наезд на стоящее ТС";20180108;"19:20";"Другие нарушения ПДД водителями";2;0;3;3;2018-01-01
"19451";"Пермский край";"Столкновение";20180108;"19:00";"Несоответствие скорости конкретным условиям движения";3;0;2;3;2018-01-01
"19452";"Московская область";"Столкновение";20180108;"18:50";"Неправильный выбор дистанции";0;1;3;3;2018-01-01
"19453";"Костромская область";"Столкновение";20180108;"18:40";"Выезд на полосу встречного движения";7;0;2;6;2018-01-01
"19454";"Московская область";"Наезд на препятствие";20180108;"18:35";"Несоответствие скорости конкретным условиям движения";0;1;1;12;2018-01-01
"19455";"Курганская область";"Столкновение";20180108;"18:30";"Выезд на полосу встречного движения";2;2;3;4;2018-01-01
"19456";"Смоленская область";"Наезд на пешехода";20180108;"18:30";"Нарушение правил проезда пешеходного перехода";0;1;1;2;2018-01-01
"19457";"Пермский край";"Столкновение";20180108;"18:30";"Неправильный выбор дистанции";3;0;3;4;2018-01-01
"19458";"Курганская область";"Съезд с дороги";20180108;"18:30";"Несоответствие скорости конкретным условиям движения";1;0;1;2;2018-01-01
"19459";"Архангельская область";"Наезд на пешехода";20180108;"18:05";"Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка)";1;0;1;2;2018-01-01
"19460";"Кировская область";"Столкновение";20180108;"18:00";"Выезд на полосу встречного движения";0;1;3;2;2018-01-01
"19461";"Нижегородская область";"Столкновение";20180108;"18:00";"Несоответствие скорости конкретным условиям движения, Выезд на полосу встречного движения";2;0;2;3;2018-01-01
"19462";"Краснодарский край";"Наезд на препятствие";20180108;"17:55";"Нарушение правил расположения ТС на проезжей части";3;0;1;3;2018-01-01
"19463";"Нижегородская область";"Наезд на пешехода";20180108;"17:50";"Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода";1;0;1;2;2018-01-01
"19464";"Краснодарский край";"Наезд на пешехода";20180108;"17:50";"Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода";1;0;1;2;2018-01-01
"19465";"Новгородская область";"Наезд на пешехода";20180108;"17:45";"Нарушение правил проезда пешеходного перехода";0;1;1;2;2018-01-01
"19466";"Республика Башкортостан";"Столкновение";20180108;"17:40";"Неправильный выбор дистанции";1;0;2;3;2018-01-01
"19467";"Оренбургская область";"Опрокидывание";20180108;"17:33";"Другие нарушения ПДД водителями";2;0;1;2;2018-01-01
"19468";"Краснодарский край";"Столкновение";20180108;"17:15";"Несоблюдение очередности проезда";2;0;2;3;2018-01-01
"19469";"Тамбовская область";"Опрокидывание";20180108;"17:10";"Нарушение правил расположения ТС на проезжей части";1;0;1;2;2018-01-01
"19470";"Республика Башкортостан";"Опрокидывание";20180108;"17:05";"Нарушение правил расположения ТС на проезжей части";2;0;1;2;2018-01-01
"19471";"Тульская область";"Столкновение";20180108;"16:55";"Несоответствие скорости конкретным условиям движения";2;0;3;5;2018-01-01
"19472";"Республика Татарстан";"Столкновение";20180108;"16:55";"Неправильный выбор дистанции";1;0;3;6;2018-01-01
"19473";"Ульяновская область";"Столкновение";20180108;"16:45";"Нарушение правил обгона";4;0;2;5;2018-01-01
"19474";"Свердловская область";"Столкновение";20180108;"16:45";"Нарушение правил обгона, Выезд на полосу встречного движения";2;0;4;5;2018-01-01
"19475";"Челябинская область";"Столкновение";20180108;"16:40";"Выезд на полосу встречного движения";1;0;2;2;2018-01-01
"19476";"Тюменская область";"Съезд с дороги";20180108;"16:33";"Несоответствие скорости конкретным условиям движения";3;0;1;4;2018-01-01
"19477";"Новосибирская область";"Столкновение";20180108;"16:30";"Несоответствие скорости конкретным условиям движения";3;0;2;3;2018-01-01
"19478";"Республика Башкортостан";"Столкновение";20180108;"16:30";"Выезд на полосу встречного движения";3;1;3;5;2018-01-01
"19479";"Челябинская область";"Столкновение";20180108;"16:25";"Несоответствие скорости конкретным условиям движения";1;0;2;2;2018-01-01
"19480";"Свердловская область";"Столкновение";20180108;"16:20";"Нарушение правил обгона";3;0;2;3;2018-01-01
"19481";"Пермский край";"Столкновение";20180108;"16:00";"Выезд на полосу встречного движения";1;0;2;2;2018-01-01
"19482";"Республика Татарстан";"Съезд с дороги";20180108;"16:00";"Нарушение правил расположения ТС на проезжей части";1;0;1;12;2018-01-01
"19483";"Тверская область";"Наезд на пешехода";20180108;"16:00";"Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка)";2;0;1;2;2018-01-01
"19484";"Республика Башкортостан";"Столкновение";20180108;"15:50";"Выезд на полосу встречного движения";0;1;3;2;2018-01-01
"19485";"Оренбургская область";"Столкновение";20180108;"15:47";"Нарушение правил расположения ТС на проезжей части";1;0;2;3;2018-01-01
