"";"reg_name";"crash_type_name";"crash_date";"crash_time";"crash_reason";"fatalities_amount";"victims_amount";"vehicles_amount";"participants_amount";"month"
"1";"Тверская область";"Столкновение";20180630;"23:45";"Нарушение правил расположения ТС на проезжей части, Выезд на полосу встречного движения";3;0;2;3;2018-06-01
"2";"Рязанская область";"Наезд на пешехода";20180630;"23:35";"Нахождение на проезжей части без цели её перехода";1;0;1;2;2018-06-01
"3";"Калужская область";"Наезд на животное";20180630;"23:30";"Другие нарушения ПДД водителями";2;2;1;3;2018-06-01
"4";"Ленинградская область";"Съезд с дороги";20180630;"23:30";"Другие нарушения ПДД водителями";0;1;1;12;2018-06-01
"5";"Ростовская область";"Столкновение";20180630;"23:10";"Превышение установленной скорости движения";3;0;2;3;2018-06-01
"6";"Тульская область";"Опрокидывание";20180630;"23:00";"Другие нарушения ПДД водителями";1;1;1;2;2018-06-01
"7";"Республика Башкортостан";"Опрокидывание";20180630;"23:00";"Другие нарушения ПДД водителями";1;0;1;12;2018-06-01
"8";"Кемеровская область";"Опрокидывание";20180630;"23:00";"Нарушение правил расположения ТС на проезжей части";1;0;1;2;2018-06-01
"9";"Челябинская область";"Наезд на препятствие";20180630;"22:50";"Нарушение правил расположения ТС на проезжей части";1;0;1;12;2018-06-01
"10";"Республика Мордовия";"Столкновение";20180630;"22:30";"Выезд на полосу встречного движения";2;0;2;3;2018-06-01
"11";"Калужская область";"Опрокидывание";20180630;"22:30";"Нарушение правил расположения ТС на проезжей части";1;0;1;2;2018-06-01
"12";"Тульская область";"Столкновение";20180630;"22:20";"Нарушение правил перестроения";4;0;2;5;2018-06-01
"13";"Вологодская область";"Наезд на велосипедиста";20180630;"22:20";"Неправильный выбор дистанции";1;0;2;2;2018-06-01
"14";"Краснодарский край";"Столкновение";20180630;"22:20";"Неправильный выбор дистанции";0;1;2;3;2018-06-01
"15";"Тульская область";"Опрокидывание";20180630;"22:10";"Другие нарушения ПДД водителями";1;0;1;12;2018-06-01
"16";"Ленинградская область";"Опрокидывание";20180630;"22:10";"Другие нарушения ПДД водителями";2;0;1;3;2018-06-01
"17";"Калужская область";"Наезд на стоящее ТС";20180630;"22:02";"Другие нарушения ПДД водителями";1;0;2;12;2018-06-01
"18";"Камчатский край";"Опрокидывание";20180630;"22:00";"Другие нарушения ПДД водителями";2;0;1;2;2018-06-01
"19";"Московская область";"Наезд на стоящее ТС";20180630;"21:55";"Превышение установленной скорости движения";1;0;2;2;2018-06-01
"20";"Московская область";"Столкновение";20180630;"21:45";"Несоблюдение очередности проезда";2;0;3;3;2018-06-01
"21";"Волгоградская область";"Наезд на пешехода";20180630;"21:35";"Нахождение на проезжей части без цели её перехода";0;1;1;2;2018-06-01
"22";"Омская область";"Столкновение";20180630;"21:33";"Несоблюдение очередности проезда";3;0;2;4;2018-06-01
"23";"Калужская область";"Наезд на стоящее ТС";20180630;"21:30";"Другие нарушения ПДД водителями";1;0;3;2;2018-06-01
"24";"Астраханская область";"Опрокидывание";20180630;"21:30";"Другие нарушения ПДД водителями";3;1;1;4;2018-06-01
"25";"Ставропольский край";"Наезд на пешехода";20180630;"21:25";"Нарушение правил проезда пешеходного перехода";0;1;1;2;2018-06-01
"26";"Удмуртская Республика";"Опрокидывание";20180630;"21:20";"Другие нарушения ПДД водителями";1;0;1;3;2018-06-01
"27";"Республика Крым";"Столкновение";20180630;"21:10";"Неправильный выбор дистанции";2;0;2;3;2018-06-01
"28";"Московская область";"Опрокидывание";20180630;"21:05";"Несоответствие скорости конкретным условиям движения";2;0;1;4;2018-06-01
"29";"Республика Северная Осетия — Алания";"Опрокидывание";20180630;"21:00";"Другие нарушения ПДД водителями";1;0;1;2;2018-06-01
"30";"Нижегородская область";"Столкновение";20180630;"20:50";"Нарушение требований дорожных знаков, Нарушение требований сигналов светофора";1;0;2;2;2018-06-01
"31";"Краснодарский край";"Наезд на стоящее ТС";20180630;"20:48";"Несоблюдение бокового интервала";2;0;2;3;2018-06-01
"32";"Ленинградская область";"Столкновение";20180630;"20:40";"Нарушение правил перестроения";2;0;2;3;2018-06-01
"33";"Краснодарский край";"Столкновение";20180630;"20:40";"Нарушение правил расположения ТС на проезжей части";3;0;2;3;2018-06-01
"34";"Ленинградская область";"Съезд с дороги";20180630;"20:30";"Другие нарушения ПДД водителями";2;0;1;2;2018-06-01
"35";"Кемеровская область";"Столкновение";20180630;"20:30";"Нарушение правил расположения ТС на проезжей части";4;0;2;4;2018-06-01
"36";"Хабаровский край";"Столкновение";20180630;"20:30";"Неправильный выбор дистанции";3;0;2;3;2018-06-01
"37";"Республика Крым";"Столкновение";20180630;"20:30";"Выезд на полосу встречного движения";1;0;2;3;2018-06-01
"38";"Белгородская область";"Столкновение";20180630;"20:10";"Несоблюдение очередности проезда";0;1;3;2;2018-06-01
"39";"Тюменская область";"Столкновение";20180630;"20:10";"Неправильный выбор дистанции";4;0;2;6;2018-06-01
"40";"Санкт-Петербург";"Столкновение";20180630;"20:05";"Выезд на полосу встречного движения";6;0;2;5;2018-06-01
"41";"Тверская область";"Наезд на препятствие";20180630;"20:00";"Несоответствие скорости конкретным условиям движения";1;0;1;2;2018-06-01
"42";"Челябинская область";"Опрокидывание";20180630;"19:54";"Нарушение правил расположения ТС на проезжей части";1;0;1;2;2018-06-01
"43";"Республика Татарстан";"Наезд на велосипедиста";20180630;"19:36";"Неправильный выбор дистанции";1;0;2;2;2018-06-01
"44";"Пермский край";"Опрокидывание";20180630;"19:30";"Превышение установленной скорости движения";1;0;1;12;2018-06-01
"45";"Архангельская область";"Съезд с дороги";20180630;"19:30";"Другие нарушения ПДД водителями";3;0;1;3;2018-06-01
"46";"Самарская область";"Столкновение";20180630;"19:25";"Нарушение требований дорожных знаков";2;0;2;3;2018-06-01
"47";"Кабардино-Балкарская Республика";"Наезд на пешехода";20180630;"19:10";"Нарушение правил расположения ТС на проезжей части";2;0;1;3;2018-06-01
"48";"Архангельская область";"Съезд с дороги";20180630;"19:00";"Другие нарушения ПДД водителями";1;0;1;12;2018-06-01
"49";"Ленинградская область";"Наезд на препятствие";20180630;"19:00";"Другие нарушения ПДД водителями";2;0;1;3;2018-06-01
"50";"Еврейская автономная область";"Столкновение";20180630;"19:00";"Неправильный выбор дистанции";1;0;3;4;2018-06-01
"51";"Республика Дагестан";"Столкновение";20180630;"19:00";"Выезд на полосу встречного движения в местах, где это запрещено";1;0;2;2;2018-06-01
"52";"Московская область";"Наезд на препятствие";20180630;"18:55";"Несоответствие скорости конкретным условиям движения";1;0;1;12;2018-06-01
"53";"Краснодарский край";"Столкновение";20180630;"18:50";"Несоблюдение бокового интервала";0;1;3;2;2018-06-01
"54";"Ростовская область";"Столкновение";20180630;"18:47";"Неправильный выбор дистанции";3;0;3;4;2018-06-01
"55";"Ульяновская область";"Опрокидывание";20180630;"18:45";"Нарушение правил расположения ТС на проезжей части";0;1;1;12;2018-06-01
"56";"Астраханская область";"Столкновение";20180630;"18:30";"Несоблюдение очередности проезда";1;0;2;3;2018-06-01
"57";"Московская область";"Столкновение";20180630;"18:15";"Неправильный выбор дистанции";3;0;2;3;2018-06-01
"58";"Калининградская область";"Съезд с дороги";20180630;"18:00";"Другие нарушения ПДД водителями";3;0;1;4;2018-06-01
"59";"Ульяновская область";"Столкновение";20180630;"18:00";"Несоблюдение очередности проезда";2;0;2;4;2018-06-01
"60";"Краснодарский край";"Опрокидывание";20180630;"18:00";"Превышение установленной скорости движения";1;0;1;12;2018-06-01
"61";"Челябинская область";"Столкновение";20180630;"17:45";"Несоблюдение очередности проезда";1;3;3;5;2018-06-01
"62";"Краснодарский край";"Столкновение";20180630;"17:40";"Несоблюдение очередности проезда";4;1;2;8;2018-06-01
"63";"Ленинградская область";"Наезд на препятствие";20180630;"17:35";"Другие нарушения ПДД водителями";2;0;1;3;2018-06-01
"64";"Кемеровская область";"Опрокидывание";20180630;"17:30";"Несоответствие скорости конкретным условиям движения";0;1;1;2;2018-06-01
"65";"Рязанская область";"Столкновение";20180630;"17:30";"Нарушение правил обгона, Выезд на полосу встречного движения";6;0;2;4;2018-06-01
"66";"Московская область";"Столкновение";20180630;"17:25";"Неправильный выбор дистанции";1;1;6;6;2018-06-01
"67";"Краснодарский край";"Наезд на пешехода";20180630;"17:20";"Неожиданный выход из-за сооружений (деревьев)";2;0;1;2;2018-06-01
"68";"Республика Северная Осетия — Алания";"Опрокидывание";20180630;"17:20";"Другие нарушения ПДД водителями";2;0;1;2;2018-06-01
"69";"Республика Дагестан";"Наезд на велосипедиста";20180630;"17:00";"Управление велосипедом с неисправной тормозной системой, Другие нарушения ПДД водителями";2;0;2;2;2018-06-01
"70";"Тамбовская область";"Опрокидывание";20180630;"17:00";"Нарушение правил расположения ТС на проезжей части";3;0;1;3;2018-06-01
"71";"Омская область";"Опрокидывание";20180630;"16:55";"";4;3;1;5;2018-06-01
"72";"Владимирская область";"Съезд с дороги";20180630;"16:50";"Другие нарушения ПДД водителями";1;0;1;12;2018-06-01
"73";"Московская область";"Наезд на стоящее ТС";20180630;"16:50";"Несоответствие скорости конкретным условиям движения";1;0;3;2;2018-06-01
"74";"Ленинградская область";"Столкновение";20180630;"16:40";"Нарушение правил перестроения";1;0;4;3;2018-06-01
"75";"Ленинградская область";"Опрокидывание";20180630;"16:30";"Другие нарушения ПДД водителями";1;0;1;12;2018-06-01
"76";"Московская область";"Столкновение";20180630;"16:20";"Несоблюдение очередности проезда";1;0;3;3;2018-06-01
"77";"Ленинградская область";"Наезд на препятствие";20180630;"16:10";"Несоответствие скорости конкретным условиям движения";2;0;1;2;2018-06-01
"78";"Республика Северная Осетия — Алания";"Опрокидывание";20180630;"16:00";"Другие нарушения ПДД водителями";1;0;1;12;2018-06-01
"79";"Чувашская Республика — Чувашия";"Столкновение";20180630;"16:00";"Нарушение правил расположения ТС на проезжей части";1;0;2;3;2018-06-01
"80";"Курганская область";"Опрокидывание";20180630;"16:00";"Нарушение правил расположения ТС на проезжей части";1;0;1;12;2018-06-01
"81";"Амурская область";"Столкновение";20180630;"15:55";"Нарушение правил расположения ТС на проезжей части, Несоблюдение очередности проезда";6;0;2;6;2018-06-01
"82";"Липецкая область";"Столкновение";20180630;"15:50";"Несоблюдение очередности проезда";4;0;2;4;2018-06-01
"83";"Саратовская область";"Съезд с дороги";20180630;"15:40";"Нарушение правил расположения ТС на проезжей части";2;0;1;2;2018-06-01
"84";"Саратовская область";"Опрокидывание";20180630;"15:40";"Нарушение правил расположения ТС на проезжей части";1;0;1;12;2018-06-01
"85";"Московская область";"Столкновение";20180630;"15:40";"Несоблюдение условий, разрешающих движение транспорта задним ходом";1;1;2;3;2018-06-01
"86";"Ленинградская область";"Столкновение";20180630;"15:20";"Несоблюдение бокового интервала, Другие нарушения ПДД водителями";1;0;2;3;2018-06-01
"87";"Ивановская область";"Столкновение";20180630;"15:20";"Неправильный выбор дистанции";1;0;3;3;2018-06-01
"88";"Омская область";"Опрокидывание";20180630;"15:20";"";1;0;1;12;2018-06-01
"89";"Краснодарский край";"Наезд на препятствие";20180630;"15:15";"Другие нарушения ПДД водителями";1;0;1;12;2018-06-01
"90";"Республика Саха (Якутия)";"Опрокидывание";20180630;"15:08";"Другие нарушения ПДД водителями";1;0;1;2;2018-06-01
"91";"Пермский край";"Столкновение";20180630;"15:00";"Выезд на полосу встречного движения";4;1;3;5;2018-06-01
"92";"Кемеровская область";"Столкновение";20180630;"15:00";"Выезд на полосу встречного движения";2;0;2;5;2018-06-01
"93";"Тульская область";"Столкновение";20180630;"15:00";"Другие нарушения ПДД водителями";2;2;3;5;2018-06-01
"94";"Кировская область";"Съезд с дороги";20180630;"15:00";"Другие нарушения ПДД водителями";1;0;1;3;2018-06-01
"95";"Нижегородская область";"Наезд на пешехода";20180630;"14:40";"Неправильный выбор дистанции, Выезд на полосу встречного движения";1;0;1;2;2018-06-01
"96";"Республика Коми";"Столкновение";20180630;"14:31";"Несоблюдение очередности проезда";1;0;3;3;2018-06-01
"97";"Ярославская область";"Столкновение";20180630;"14:25";"Выезд на полосу встречного движения в местах, где это запрещено";1;0;2;3;2018-06-01
"98";"Иркутская область";"Столкновение";20180630;"14:20";"Другие нарушения ПДД водителями";1;0;2;2;2018-06-01
"99";"Красноярский край";"Столкновение";20180630;"14:15";"Неправильный выбор дистанции";1;0;2;2;2018-06-01
"100";"Пензенская область";"Столкновение";20180630;"14:10";"Неправильный выбор дистанции";1;0;2;2;2018-06-01
"101";"Московская область";"Наезд на стоящее ТС";20180630;"14:05";"Несоответствие скорости конкретным условиям движения";1;0;2;2;2018-06-01
"102";"Рязанская область";"Столкновение";20180630;"13:50";"Неправильный выбор дистанции";0;1;2;2;2018-06-01
"103";"Алтайский край";"Опрокидывание";20180630;"13:45";"Нарушение правил расположения ТС на проезжей части";1;0;1;2;2018-06-01
"104";"Республика Саха (Якутия)";"Съезд с дороги";20180630;"13:42";"Другие нарушения ПДД водителями";4;0;1;3;2018-06-01
"105";"Новосибирская область";"Столкновение";20180630;"13:40";"Несоблюдение очередности проезда";1;0;3;2;2018-06-01
"106";"Удмуртская Республика";"Столкновение";20180630;"13:40";"Разворот в местах, где разворот запрещён";1;0;3;2;2018-06-01
"107";"Московская область";"Съезд с дороги";20180630;"13:30";"Превышение установленной скорости движения";1;0;1;12;2018-06-01
"108";"Республика Татарстан";"Столкновение";20180630;"13:25";"Нарушение правил расположения ТС на проезжей части";3;1;3;4;2018-06-01
"109";"Липецкая область";"Столкновение";20180630;"13:00";"Неправильный выбор дистанции";6;0;3;6;2018-06-01
"110";"Ставропольский край";"Столкновение";20180630;"13:00";"Несоблюдение очередности проезда";1;0;2;3;2018-06-01
"111";"Тульская область";"Опрокидывание";20180630;"13:00";"Другие нарушения ПДД водителями";1;0;1;12;2018-06-01
"112";"Курская область";"Опрокидывание";20180630;"12:55";"Другие нарушения ПДД водителями";1;0;1;12;2018-06-01
"113";"Алтайский край";"Столкновение";20180630;"12:50";"Несоблюдение очередности проезда";3;0;2;5;2018-06-01
"114";"Калужская область";"Столкновение";20180630;"12:50";"Несоблюдение очередности проезда";1;0;2;2;2018-06-01
"115";"Республика Тыва";"Съезд с дороги";20180630;"12:50";"Превышение установленной скорости движения";0;2;1;2;2018-06-01
"116";"Кемеровская область";"Столкновение";20180630;"12:40";"Несоблюдение очередности проезда";2;0;2;3;2018-06-01
"117";"Нижегородская область";"Опрокидывание";20180630;"12:35";"Выезд на полосу встречного движения";2;0;1;2;2018-06-01
"118";"Мурманская область";"Опрокидывание";20180630;"12:30";"Другие нарушения ПДД водителями";1;0;1;12;2018-06-01
"119";"Псковская область";"Столкновение";20180630;"12:30";"Выезд на полосу встречного движения";1;0;2;3;2018-06-01
"120";"Республика Ингушетия";"Столкновение";20180630;"12:30";"Нарушение правил перестроения";1;0;2;7;2018-06-01
"121";"Кировская область";"Столкновение";20180630;"12:00";"Выезд на полосу встречного движения";2;0;2;3;2018-06-01
"122";"Забайкальский край";"Опрокидывание";20180630;"12:00";"Нарушение правил расположения ТС на проезжей части";1;0;1;3;2018-06-01
"123";"Пензенская область";"Опрокидывание";20180630;"12:00";"Выезд на полосу встречного движения";7;0;1;5;2018-06-01
"124";"Брянская область";"Опрокидывание";20180630;"12:00";"Нарушение правил расположения ТС на проезжей части";1;0;1;12;2018-06-01
"125";"Московская область";"Столкновение";20180630;"12:00";"Неправильный выбор дистанции";3;0;3;4;2018-06-01
"126";"Республика Коми";"Опрокидывание";20180630;"12:00";"Другие нарушения ПДД водителями";2;0;1;3;2018-06-01
"127";"Красноярский край";"Столкновение";20180630;"11:45";"Неправильный выбор дистанции";0;2;4;4;2018-06-01
"128";"Вологодская область";"Съезд с дороги";20180630;"11:40";"Нарушение правил расположения ТС на проезжей части";1;0;1;12;2018-06-01
"129";"Ставропольский край";"Столкновение";20180630;"11:40";"Несоблюдение очередности проезда";2;0;2;3;2018-06-01
"130";"Республика Северная Осетия — Алания";"Наезд на пешехода";20180630;"11:38";"Иные нарушения ПДД пешеходом";1;0;1;2;2018-06-01
"131";"Новосибирская область";"Столкновение";20180630;"11:35";"Несоблюдение бокового интервала, Выезд на полосу встречного движения";1;0;2;2;2018-06-01
"132";"Нижегородская область";"Наезд на препятствие";20180630;"11:30";"Нарушение правил расположения ТС на проезжей части";1;0;1;12;2018-06-01
"133";"Приморский край";"Наезд на пешехода";20180630;"11:10";"Нарушение правил проезда пешеходного перехода";2;0;1;3;2018-06-01
"134";"Удмуртская Республика";"Съезд с дороги";20180630;"10:45";"Другие нарушения ПДД водителями";1;0;1;12;2018-06-01
"135";"Курская область";"Столкновение";20180630;"10:45";"Выезд на полосу встречного движения";2;2;2;4;2018-06-01
"136";"Нижегородская область";"Столкновение";20180630;"10:40";"Неправильный выбор дистанции";1;0;3;4;2018-06-01
"137";"Владимирская область";"Столкновение";20180630;"10:38";"Другие нарушения ПДД водителями";3;0;3;5;2018-06-01
"138";"Новосибирская область";"Наезд на пешехода";20180630;"10:30";"Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка)";1;0;1;2;2018-06-01
"139";"Саратовская область";"Столкновение";20180630;"10:30";"Несоблюдение очередности проезда";1;0;2;3;2018-06-01
"140";"Севастополь";"Столкновение";20180630;"10:25";"Нарушение правил обгона";9;0;3;9;2018-06-01
"141";"Свердловская область";"Столкновение";20180630;"10:25";"Несоблюдение очередности проезда, Другие нарушения ПДД водителями";3;0;2;3;2018-06-01
"142";"Калужская область";"Столкновение";20180630;"10:15";"Несоблюдение очередности проезда";0;1;2;2;2018-06-01
"143";"Ставропольский край";"Наезд на стоящее ТС";20180630;"09:55";"Несоблюдение бокового интервала";1;0;2;6;2018-06-01
"144";"Архангельская область";"Столкновение";20180630;"09:45";"Несоблюдение очередности проезда";1;0;2;2;2018-06-01
"145";"Ленинградская область";"Столкновение";20180630;"09:40";"Неправильный выбор дистанции";2;0;3;4;2018-06-01
"146";"Чувашская Республика — Чувашия";"Столкновение";20180630;"09:40";"Неправильный выбор дистанции";1;0;2;3;2018-06-01
"147";"Белгородская область";"Столкновение";20180630;"08:55";"Выезд на полосу встречного движения";2;0;2;3;2018-06-01
"148";"Брянская область";"Столкновение";20180630;"08:50";"Выезд на полосу встречного движения";3;1;2;4;2018-06-01
"149";"Челябинская область";"Столкновение";20180630;"08:45";"Неправильный выбор дистанции";2;0;2;3;2018-06-01
"150";"Краснодарский край";"Столкновение";20180630;"08:40";"Выезд на полосу встречного движения";1;0;3;2;2018-06-01
"151";"Карачаево-Черкесская Республика";"Опрокидывание";20180630;"08:30";"Превышение установленной скорости движения";1;0;1;12;2018-06-01
"152";"Иркутская область";"Съезд с дороги";20180630;"08:20";"Другие нарушения ПДД водителями";1;0;1;12;2018-06-01
"153";"Тульская область";"Столкновение";20180630;"08:20";"Другие нарушения ПДД водителями";2;1;3;5;2018-06-01
"154";"Волгоградская область";"Столкновение";20180630;"08:20";"Нарушение правил расположения ТС на проезжей части";1;0;3;3;2018-06-01
"155";"Республика Коми";"Опрокидывание";20180630;"08:17";"Другие нарушения ПДД водителями";2;0;1;3;2018-06-01
"156";"Краснодарский край";"Столкновение";20180630;"07:45";"Неправильный выбор дистанции";2;0;2;4;2018-06-01
"157";"Ивановская область";"Опрокидывание";20180630;"07:40";"Нарушение правил расположения ТС на проезжей части";1;0;1;12;2018-06-01
"158";"Московская область";"Столкновение";20180630;"07:30";"Выезд на полосу встречного движения";1;0;2;2;2018-06-01
"159";"Республика Адыгея";"Столкновение";20180630;"07:30";"Неправильный выбор дистанции";1;0;2;2;2018-06-01
"160";"Тамбовская область";"Опрокидывание";20180630;"07:30";"Нарушение правил расположения ТС на проезжей части";1;0;1;2;2018-06-01
"161";"Курская область";"Столкновение";20180630;"07:30";"Нарушение правил обгона";1;0;2;2;2018-06-01
"162";"Владимирская область";"Столкновение";20180630;"07:30";"Несоблюдение очередности проезда";1;0;2;2;2018-06-01
"163";"Нижегородская область";"Наезд на велосипедиста";20180630;"07:20";"Несоблюдение бокового интервала";1;0;2;2;2018-06-01
"164";"Хабаровский край";"Опрокидывание";20180630;"07:20";"Выезд на полосу встречного движения";1;0;1;12;2018-06-01
"165";"Калининградская область";"Наезд на препятствие";20180630;"07:10";"Выезд на полосу встречного движения";3;0;1;4;2018-06-01
"166";"Сахалинская область";"Опрокидывание";20180630;"07:00";"Другие нарушения ПДД водителями";1;0;1;2;2018-06-01
"167";"Амурская область";"Наезд на препятствие";20180630;"06:52";"Другие нарушения ПДД водителями";1;3;1;3;2018-06-01
"168";"Ростовская область";"Наезд на препятствие";20180630;"06:30";"Другие нарушения ПДД водителями";1;0;2;2;2018-06-01
"169";"Московская область";"Опрокидывание";20180630;"05:42";"Превышение установленной скорости движения";1;0;1;12;2018-06-01
"170";"Московская область";"Наезд на препятствие";20180630;"05:30";"Несоответствие скорости конкретным условиям движения";1;0;1;12;2018-06-01
"171";"Омская область";"Опрокидывание";20180630;"05:20";"Нарушение правил расположения ТС на проезжей части";1;0;2;12;2018-06-01
"172";"Республика Татарстан";"Столкновение";20180630;"05:10";"Выезд на полосу встречного движения";1;0;2;2;2018-06-01
"173";"Красноярский край";"Столкновение";20180630;"05:10";"Выезд на полосу встречного движения";1;1;3;4;2018-06-01
"174";"Московская область";"Опрокидывание";20180630;"04:45";"Несоответствие скорости конкретным условиям движения";0;1;1;12;2018-06-01
"175";"Оренбургская область";"Наезд на пешехода";20180630;"04:10";"Другие нарушения ПДД водителями, Ходьба вдоль проезжей части попутного направления вне населенного пункта при удовлетворительном состоянии обочины";0;2;1;2;2018-06-01
"176";"Новосибирская область";"Столкновение";20180630;"03:50";"Несоблюдение очередности проезда";0;1;2;2;2018-06-01
"177";"Смоленская область";"Столкновение";20180630;"03:45";"Неправильный выбор дистанции";0;2;3;3;2018-06-01
"178";"Краснодарский край";"Столкновение";20180630;"03:45";"Неправильный выбор дистанции";1;0;2;3;2018-06-01
"179";"Карачаево-Черкесская Республика";"Съезд с дороги";20180630;"03:44";"Нарушение правил расположения ТС на проезжей части";1;0;1;12;2018-06-01
"180";"Воронежская область";"Наезд на пешехода";20180630;"03:30";"Несоответствие скорости конкретным условиям движения";1;0;1;2;2018-06-01
"181";"Воронежская область";"Столкновение";20180630;"03:20";"Выезд на полосу встречного движения";2;0;2;3;2018-06-01
"182";"Волгоградская область";"Опрокидывание";20180630;"03:20";"Нарушение правил расположения ТС на проезжей части";2;0;1;2;2018-06-01
"183";"Вологодская область";"Наезд на животное";20180630;"02:46";"Несоответствие скорости конкретным условиям движения";0;1;1;12;2018-06-01
"184";"Красноярский край";"Съезд с дороги";20180630;"02:40";"Несоответствие скорости конкретным условиям движения";0;2;1;2;2018-06-01
"185";"Приморский край";"Съезд с дороги";20180630;"02:30";"Выезд на полосу встречного движения";0;1;1;12;2018-06-01
"186";"Тульская область";"Наезд на препятствие";20180630;"02:15";"Другие нарушения ПДД водителями";1;1;1;2;2018-06-01
"187";"Республика Саха (Якутия)";"Столкновение";20180630;"02:01";"Выезд на полосу встречного движения";0;1;2;3;2018-06-01
"188";"Саратовская область";"Наезд на стоящее ТС";20180630;"02:00";"Другие нарушения ПДД водителями";1;0;2;2;2018-06-01
"189";"Ростовская область";"Столкновение";20180630;"02:00";"Несоблюдение очередности проезда";1;0;2;2;2018-06-01
"190";"Москва";"Столкновение";20180630;"01:45";"Нарушение правил перестроения";2;0;2;3;2018-06-01
"191";"Удмуртская Республика";"Опрокидывание";20180630;"01:43";"";2;1;2;2;2018-06-01
"192";"Курганская область";"Наезд на велосипедиста";20180630;"01:30";"Управление велосипедом, не оснащённым светоотражающими элементами, Нарушение правил расположения ТС на проезжей части";1;0;2;2;2018-06-01
"193";"Свердловская область";"Наезд на препятствие";20180630;"01:00";"Иные нарушения ПДД пассажирами, Иные нарушения ПДД пассажирами, Другие нарушения ПДД водителями";1;1;1;3;2018-06-01
"194";"Новгородская область";"Столкновение";20180630;"00:40";"Нарушение правил расположения ТС на проезжей части";2;0;2;3;2018-06-01
"195";"Ставропольский край";"Столкновение";20180630;"00:25";"Выезд на полосу встречного движения";1;0;2;2;2018-06-01
"196";"Ставропольский край";"Съезд с дороги";20180630;"00:20";"Превышение установленной скорости движения";1;0;1;2;2018-06-01
"197";"Кемеровская область";"Наезд на пешехода";20180630;"00:14";"Нахождение на проезжей части без цели её перехода";1;0;1;2;2018-06-01
"198";"Москва";"Наезд на пешехода";20180630;"00:07";"Переход проезжей части в запрещённом месте (оборудованном пешеходными ограждениями)";1;0;1;2;2018-06-01
"199";"Ханты-Мансийский автономный округ — Югра";"Столкновение";20180630;"00:05";"Неправильный выбор дистанции";0;1;2;2;2018-06-01
"200";"Самарская область";"Столкновение";20180629;"23:55";"Несоблюдение очередности проезда";2;0;2;3;2018-06-01
"201";"Липецкая область";"Столкновение";20180629;"23:55";"Неправильный выбор дистанции";1;0;2;3;2018-06-01
"202";"Вологодская область";"Наезд на животное";20180629;"23:40";"Несоответствие скорости конкретным условиям движения";2;0;1;2;2018-06-01
"203";"Челябинская область";"Наезд на пешехода";20180629;"23:30";"Нахождение на проезжей части без цели её перехода";1;0;2;3;2018-06-01
"204";"Смоленская область";"Наезд на животное";20180629;"23:20";"Другие нарушения ПДД водителями";1;0;2;2;2018-06-01
"205";"Севастополь";"Столкновение";20180629;"22:55";"Неправильный выбор дистанции";1;0;2;2;2018-06-01
"206";"Свердловская область";"Опрокидывание";20180629;"22:55";"Другие нарушения ПДД водителями";1;2;1;3;2018-06-01
"207";"Удмуртская Республика";"Наезд на животное";20180629;"22:44";"";1;0;1;12;2018-06-01
"208";"Ленинградская область";"Столкновение";20180629;"22:35";"Выезд на полосу встречного движения";2;0;3;5;2018-06-01
"209";"Удмуртская Республика";"Столкновение";20180629;"22:30";"Несоблюдение очередности проезда";1;2;2;4;2018-06-01
"210";"Кировская область";"Наезд на животное";20180629;"21:55";"Несоответствие скорости конкретным условиям движения";1;0;1;12;2018-06-01
"211";"Смоленская область";"Столкновение";20180629;"21:50";"Неправильный выбор дистанции";11;0;2;7;2018-06-01
"212";"Республика Мордовия";"Наезд на велосипедиста";20180629;"21:50";"Другие нарушения ПДД водителями";1;0;2;2;2018-06-01
"213";"Саратовская область";"Опрокидывание";20180629;"21:30";"Нарушение правил расположения ТС на проезжей части";3;0;1;2;2018-06-01
"214";"Республика Адыгея";"Опрокидывание";20180629;"21:00";"Другие нарушения ПДД водителями";1;0;1;12;2018-06-01
"215";"Кировская область";"Столкновение";20180629;"21:00";"Выезд на полосу встречного движения в местах, где это запрещено";2;0;2;3;2018-06-01
"216";"Самарская область";"Столкновение";20180629;"21:00";"Нарушение правил расположения ТС на проезжей части";6;0;2;5;2018-06-01
"217";"Республика Калмыкия";"Наезд на животное";20180629;"20:46";"Другие нарушения ПДД водителями";4;0;1;4;2018-06-01
"218";"Краснодарский край";"Столкновение";20180629;"20:40";"Нарушение правил перестроения";1;0;2;2;2018-06-01
"219";"Республика Карелия";"Съезд с дороги";20180629;"20:30";"Другие нарушения ПДД водителями";1;0;1;12;2018-06-01
"220";"Республика Тыва";"Опрокидывание";20180629;"20:30";"Превышение установленной скорости движения";3;0;1;2;2018-06-01
"221";"Владимирская область";"Наезд на препятствие";20180629;"20:25";"Нарушение правил расположения ТС на проезжей части";0;1;1;12;2018-06-01
"222";"Ростовская область";"Столкновение";20180629;"20:20";"Несоблюдение очередности проезда";2;0;2;3;2018-06-01
"223";"Москва";"Столкновение";20180629;"20:20";"Несоответствие скорости конкретным условиям движения";1;0;3;3;2018-06-01
"224";"Республика Башкортостан";"Столкновение";20180629;"20:20";"Несоблюдение очередности проезда";0;1;2;2;2018-06-01
"225";"Краснодарский край";"Столкновение";20180629;"20:15";"Несоблюдение очередности проезда";1;0;2;2;2018-06-01
